,Country,Crime Typology,Crimes Reported,Year,Pop on 1st Jan,Crimes per 100k,Unemp Perc,Early Leavers Perc
3116,United Kingdom,Theft of a motorized land vehicle,315070,2003,59501394.0,529.5170059377095,5.0,12.1
3117,United Kingdom,Unlawful acts involving controlled drugs or precursors,34077,2003,59501394.0,57.270927131555936,5.0,12.1
3118,United Kingdom,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",1057455,2004,59793759.0,1768.5039671113502,4.7,12.1
3119,United Kingdom,Burglary of private residential premises,352422,2004,59793759.0,589.3959602038066,4.7,12.1
3120,United Kingdom,Intentional homicide,1048,2004,59793759.0,1.7526912800381056,4.7,12.1
3121,United Kingdom,Robbery,96233,2004,59793759.0,160.94154575563647,4.7,12.1
3122,United Kingdom,TOTAL,6193756,2004,59793759.0,10358.532568591314,4.7,12.1
3123,United Kingdom,Theft of a motorized land vehicle,262822,2004,59793759.0,439.54754542192273,4.7,12.1
3124,United Kingdom,Unlawful acts involving controlled drugs or precursors,33898,2004,59793759.0,56.691535315583685,4.7,12.1
3125,United Kingdom,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",1058005,2005,60182050.0,1758.0075786717134,4.8,11.5
3126,United Kingdom,Burglary of private residential premises,329004,2005,60182050.0,546.6812778893374,4.8,11.5
3127,United Kingdom,Intentional homicide,895,2005,60182050.0,1.4871543923811168,4.8,11.5
3128,United Kingdom,Robbery,103495,2005,60182050.0,171.96988138489797,4.8,11.5
3129,United Kingdom,TOTAL,6096151,2005,60182050.0,10129.51702376373,4.8,11.5
3130,United Kingdom,Theft of a motorized land vehicle,231947,2005,60182050.0,385.4089383794669,4.8,11.5
3131,United Kingdom,Unlawful acts involving controlled drugs or precursors,35238,2005,60182050.0,58.5523424343305,4.8,11.5
3132,United Kingdom,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",1035002,2006,60620361.0,1707.3504395660066,5.4,11.2
3133,United Kingdom,Burglary of private residential premises,319520,2006,60620361.0,527.0836311911768,5.4,11.2
3134,United Kingdom,Intentional homicide,905,2006,60620361.0,1.4928977410741582,5.4,11.2
3135,United Kingdom,Robbery,106528,2006,60620361.0,175.7297354266828,5.4,11.2
3136,United Kingdom,TOTAL,5967959,2006,60620361.0,9844.809403230047,5.4,11.2
3137,United Kingdom,Theft of a motorized land vehicle,211802,2006,60620361.0,349.39085895578876,5.4,11.2
3138,United Kingdom,Unlawful acts involving controlled drugs or precursors,37915,2006,60620361.0,62.544992102570944,5.4,11.2
3139,United Kingdom,"Acts causing harm or intending to cause harm to the person, injurious acts of a sexual nature and acts against property involving violence or threat against a person",943288,2007,61073279.0,1544.5183481961071,5.3,16.6
3140,United Kingdom,Burglary of private residential premises,304873,2007,61073279.0,499.19212623248865,5.3,16.6
3141,United Kingdom,Intentional homicide,916,2007,61073279.0,1.4998375967335895,5.3,16.6
3142,United Kingdom,Robbery,88980,2007,61073279.0,145.69383117615152,5.3,16.6
3143,United Kingdom,TOTAL,5446254,2007,61073279.0,8917.572609782423,5.3,16.6
3144,United Kingdom,Theft of a motorized land vehicle,185479,2007,61073279.0,303.69910218837276,5.3,16.6
3145,United Kingdom,Unlawful acts involving controlled drugs or precursors,38680,2007,61073279.0,63.33375353892493,5.3,16.6
